participant_id,video_id,start_time,end_time,wander_speed,wander_roundness,wander_cycle_rate,blink_temperature,blink_slope,blink_cycle_rate,beep_pitch,beep_slope,beep_cycle_rate,joy_intensity,sadness_intensity,fear_intensity,anger_intensity,disgust_intensity,surprise_intensity,pleasure,arousal,dominance,appraisal
5696b105eaa915000b8bd77c,176,2024-05-08 20:34:00,2024-05-08 20:54:00,84.56190056167543,0.82381138112396,4.00510177668184,0.6451039640232921,0.0,3.9120548930950463,589.0185287222266,1.0,1.1168895941227674,0.0,0.0,1.0,1.0,0.0,3.0,4.0,4.0,2.0,The robot seems somewhat panicked and frantic. Like it didn't know what to do with itself.
5696b105eaa915000b8bd77c,202,2024-05-08 20:34:00,2024-05-08 20:54:00,33.4743354935199,0.8144134869799018,1.0478695365600288,0.2228690814226865,0.0,5.389150806702673,891.66872613132,0.0,2.4948560004122555,4.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,2.0,It seemed like the robot was out enjoying a walk and humming to itself.
5696b105eaa915000b8bd77c,317,2024-05-08 20:34:00,2024-05-08 20:54:00,74.22152176499367,0.4307189825922251,5.940338117070496,0.6951652858406305,0.0,3.695905485656112,353.0432630330324,-1.0,2.231266814749688,0.0,1.0,1.0,5.0,0.0,0.0,2.0,8.0,8.0,The robot seemed like it was angrily stomping around and shouting about something. 
5696b105eaa915000b8bd77c,358,2024-05-08 20:34:00,2024-05-08 20:54:00,59.69985535368323,0.5267819324508309,1.09047641325742,0.253974006511271,0.0,4.851273464504629,622.502080257982,0.0,3.720350775867701,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,"The robot seems businesslike, as if it's at work and is trying to get through it's day."
5696b105eaa915000b8bd77c,395,2024-05-08 20:34:00,2024-05-08 20:54:00,64.59725771099329,0.1391624445095658,3.611102871596813,0.48590989690274,0.0,4.8064709096215665,881.3653797842562,0.0,3.781980242114514,0.0,0.0,2.0,3.0,4.0,0.0,3.0,7.0,5.0,"It seemed like the robot was disgusted and shaking it's head going ""no no no"" but it was kind of angry in the way it kept moving forwards purposefull "
5696b105eaa915000b8bd77c,441,2024-05-08 20:34:00,2024-05-08 20:54:00,91.98133225552738,0.274913883768022,1.200845173560083,0.0280393129214644,1.0,1.835095122922212,864.0795753337443,1.0,5.718016983941197,4.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,8.0,"The robot's chirping seemed joyful, as though it had just gotten some good news and it was moving around excitedly."
5696b105eaa915000b8bd77c,499,2024-05-08 20:34:00,2024-05-08 20:54:00,50.76192209497094,0.1867445223033428,2.0971950637176633,0.5074132177978754,-1.0,5.883199809584767,480.78162921592593,1.0,0.7243699044920504,2.0,0.0,4.0,0.0,1.0,3.0,6.0,9.0,5.0,"The robot seemed scared but in a fun way, like it had watched a horror movie."
576311d7151e5d000889e2e7,104,2024-05-09 18:47:00,2024-05-09 19:19:00,95.40835997089744,0.6328746443614364,4.680274153128266,0.2842912524938583,0.0,1.683381276205182,603.6985838785768,-1.0,2.7981018275022507,1.0,4.0,3.0,0.0,1.0,0.0,4.0,5.0,3.0,"I feel the robot is sad and maybe even confused? It mostly moves from one side of the area to the other, and doesnt go up or down..."
576311d7151e5d000889e2e7,119,2024-05-09 18:47:00,2024-05-09 19:19:00,32.703139800578356,0.3814504975453019,0.8079335172660649,0.3780722636729479,0.0,2.1390652754344046,573.2645061798394,0.0,4.873632529284805,4.0,1.0,0.0,0.0,0.0,1.0,8.0,3.0,3.0,"The robot seems to be just waking up from sleep, and is slowly adjusting to his environment becasue it is not very active."
576311d7151e5d000889e2e7,156,2024-05-09 18:47:00,2024-05-09 19:19:00,71.91708902828395,0.5245524188503623,4.747018747963011,0.0141259469091892,0.0,4.261367995291948,676.1822541244328,0.0,2.434843231458217,4.0,0.0,0.0,3.0,0.0,2.0,7.0,6.0,5.0,"the robot seemed to be in a good mood, and was just exploring his surroundings...."
576311d7151e5d000889e2e7,171,2024-05-09 18:47:00,2024-05-09 19:19:00,61.32032482884824,0.0059763919562101,3.5006409627385437,0.8471986837685108,0.0,1.0673409858718514,442.6616153679788,0.0,2.524776509962976,0.0,0.0,3.0,4.0,3.0,2.0,3.0,7.0,6.0,This robot seemed to be angry and upset on what it wants to get done or do....
576311d7151e5d000889e2e7,243,2024-05-09 18:47:00,2024-05-09 19:19:00,50.49821530468762,0.2871993519365787,5.05361038306728,0.8362212022766471,1.0,5.456112529616803,185.06926968693733,0.0,2.7740097641944885,1.0,0.0,4.0,3.0,0.0,2.0,5.0,4.0,3.0,"I found the robot to be really confused , maybe even malfunctioning because  of the erratic movement it was displaying...."
576311d7151e5d000889e2e7,330,2024-05-09 18:47:00,2024-05-09 19:19:00,34.06965640373528,0.9294086340814828,4.863240275066346,0.3589521804824471,0.0,2.981228486634791,366.10258584842086,-1.0,1.4699546750634909,0.0,3.0,4.0,1.0,2.0,0.0,3.0,6.0,2.0,"The robot seemed to be lost and confused, or maybe trying to figure out a way out of the area..."
576311d7151e5d000889e2e7,363,2024-05-09 18:47:00,2024-05-09 19:19:00,61.7524497397244,0.2951651457697153,4.442430183291435,0.0337428664788603,-1.0,5.966893302742392,344.3222850561142,1.0,5.44925088994205,3.0,2.0,3.0,0.0,0.0,4.0,5.0,7.0,6.0,"The robot wants to get out of the area if possible, and is putting a lot of energy trying to do so..."
576311d7151e5d000889e2e7,374,2024-05-09 18:47:00,2024-05-09 19:19:00,64.7472863085568,0.8980021607130766,2.769890211056918,0.589978757314384,1.0,0.9155900641344488,294.7806742042303,0.0,4.755765215493739,4.0,1.0,2.0,0.0,0.0,1.0,7.0,6.0,7.0,"I feel the robot is in quite a good mood, and is just checking our its surroundings..."
576311d7151e5d000889e2e7,395,2024-05-09 18:47:00,2024-05-09 19:19:00,64.59725771099329,0.1391624445095658,3.611102871596813,0.48590989690274,0.0,4.8064709096215665,881.3653797842562,0.0,3.781980242114514,0.0,0.0,3.0,4.0,3.0,1.0,3.0,8.0,8.0,"This robot is not happy at all, and it seems like it has problems doing some functions of some sort..."
576311d7151e5d000889e2e7,477,2024-05-09 18:47:00,2024-05-09 19:19:00,76.79205803200603,0.0250901216641068,5.193602581508458,0.7702876459807158,-1.0,3.997162687126547,876.1329968459904,0.0,1.4891827907413244,3.0,0.0,1.0,0.0,1.0,4.0,7.0,8.0,7.0,"The robot is in a good mood, and is quickly exploring the small area..."
5774ed97d8e8880001b2ff6c,3,2024-05-10 13:07:00,2024-05-10 13:46:00,52.93538528494537,0.2600462958216667,3.3871067445725203,0.4564508432522416,1.0,0.7035024049691856,215.86174834519625,1.0,1.976168515626341,0.0,2.0,3.0,2.0,2.0,2.0,3.0,6.0,1.0,I think it has gone stir crazy.  It knows it should be trying to escape but cannot remember why as it never succeeds.
5774ed97d8e8880001b2ff6c,27,2024-05-10 13:07:00,2024-05-10 13:46:00,60.452670976519585,0.4884137837216258,1.5424072300083935,0.7832263987511396,-1.0,3.278061287943274,856.3840762712061,1.0,4.513222614303231,2.0,3.0,1.0,1.0,2.0,5.0,4.0,8.0,8.0,It is determined to escape and find company.  It has only just been confined and expects its situation to improve soon if it keeps trying to get out.
5774ed97d8e8880001b2ff6c,123,2024-05-10 13:07:00,2024-05-10 13:46:00,58.039978528395295,0.3085365118458867,2.4974528243765235,0.5365097522735596,0.0,1.7805690062232316,616.7169384658337,0.0,5.098169035743922,0.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,It is going through the motions of trying to escape but has realised it probably never will.
5774ed97d8e8880001b2ff6c,138,2024-05-10 13:07:00,2024-05-10 13:46:00,32.31497157365084,0.6558515559881926,5.811745432205498,0.5454877782613039,1.0,3.7522665136493742,492.7632287144661,0.0,3.707075982354582,0.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,"It was just pacing but had not necessarily given up at this point.  I do not think it expected a good outcome, though."
5774ed97d8e8880001b2ff6c,156,2024-05-10 13:07:00,2024-05-10 13:46:00,71.91708902828395,0.5245524188503623,4.747018747963011,0.0141259469091892,0.0,4.261367995291948,676.1822541244328,0.0,2.434843231458217,0.0,3.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,I think it was resigned to being confined and just bored.  I think it did not expect to be able to escape and was just pacing as a caged panther might
5774ed97d8e8880001b2ff6c,157,2024-05-10 13:07:00,2024-05-10 13:46:00,77.84459263086319,0.0927631258964538,4.226119475439191,0.1266815876588225,0.0,4.840521549805999,234.2365363612771,1.0,3.3410443356260657,0.0,1.0,2.0,2.0,2.0,4.0,2.0,9.0,5.0,I think it is mostly confused.  Perhaps it has only just been confined and does not know why.  It has not yet explored the limits of its prison.
5774ed97d8e8880001b2ff6c,275,2024-05-10 13:07:00,2024-05-10 13:46:00,47.8979879245162,0.2807871242985129,2.8439623983576894,0.9575517904013396,0.0,4.895533447619528,969.9236342683434,0.0,3.0121697271242738,0.0,5.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,"It is moving just to let itself know it is still ""alive"".  It knows it cannot escape but has not quite accepted the fact."
5774ed97d8e8880001b2ff6c,401,2024-05-10 13:07:00,2024-05-10 13:46:00,82.64796864241362,0.3698469065129757,2.7000048477202654,0.617318794131279,0.0,3.978383052162826,346.8602415174246,0.0,5.8712288602255285,1.0,1.0,1.0,2.0,1.0,3.0,6.0,9.0,7.0,"It wants to escape and is determined to do so, like a fly trying to get out of a window.  It thinks it will succeed if it just keeps on trying."
5774ed97d8e8880001b2ff6c,445,2024-05-10 13:07:00,2024-05-10 13:46:00,74.55904233269393,0.2093638395890593,4.4111092747189105,0.5191745907068253,0.0,1.0171770644374192,638.2253345102072,-1.0,1.934143606107682,0.0,2.0,3.0,2.0,3.0,3.0,3.0,7.0,4.0,It is very busy trying to escape but is beginning to wonder if it ever will.  It has not given up yet but is becoming concerned it will remain captive
5774ed97d8e8880001b2ff6c,479,2024-05-10 13:07:00,2024-05-10 13:46:00,41.367003777995706,0.2694231336936354,3.813521075528115,0.605559328570962,1.0,1.9479385511949656,730.6171144358814,0.0,4.339043487329036,0.0,2.0,4.0,1.0,3.0,3.0,8.0,5.0,2.0,It has not yet given up but is trying hard not to do so.  It wants to escape but is fighting despair and trying to keep its spirits up.
577bfa3c9fecfe0001a5bcbf,35,2024-05-11 14:04:00,2024-05-11 14:29:00,55.96606629900634,0.0273199742659926,0.5994735294952989,0.5299091888591647,1.0,4.783262986689806,928.8013375364244,0.0,5.352854704950005,1.0,3.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,"The robot seemed disorientated, it stayed in a very small area making lots of turns. It sounded flat and confused. "
577bfa3c9fecfe0001a5bcbf,67,2024-05-11 14:04:00,2024-05-11 14:29:00,53.826785665005445,0.2071972573176026,2.7529495083726943,0.7751628505066037,0.0,3.197073446586728,713.0834830924869,1.0,3.532895036973059,1.0,0.0,4.0,0.0,0.0,3.0,3.0,4.0,2.0,"The robot seems confused, surprised and scared of its frustration, it almost wandered in the area. Did not explore the whole area and was quite 'edgy"
577bfa3c9fecfe0001a5bcbf,137,2024-05-11 14:04:00,2024-05-11 14:29:00,99.2288476601243,0.0292832097038626,2.071675586514175,0.4595894981175661,0.0,1.6587177207693458,794.6662213653326,1.0,2.7304509128443897,1.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,2.0,"The robot seemed confused at its containment and surprised when it got to the black lines, its movements were slightly erratic. "
577bfa3c9fecfe0001a5bcbf,201,2024-05-11 14:04:00,2024-05-11 14:29:00,98.3397000748664,0.441034285351634,4.100932390894741,0.7775772046297789,1.0,1.899117157328874,363.8868272304535,1.0,4.244879251345992,0.0,1.0,0.0,2.0,0.0,5.0,2.0,6.0,2.0,The robot seemed frustrated and confused at its containment and tried various directions to get out. Seemed like it couldn't understand the situation.
577bfa3c9fecfe0001a5bcbf,342,2024-05-11 14:04:00,2024-05-11 14:29:00,61.177791226655245,0.6310947993770242,5.5575414770282805,0.3924722382798791,1.0,5.258544033393264,986.5527861751616,1.0,2.6326180221512914,1.0,1.0,5.0,1.0,0.0,4.0,1.0,6.0,3.0,"The noises the robot makes sounds scared, it is exploring the area to find an escape. The lights are flashing more which makes it seem worried. "
577bfa3c9fecfe0001a5bcbf,347,2024-05-11 14:04:00,2024-05-11 14:29:00,59.129502680152655,0.4252273384481668,2.0385368443094194,0.1791706150397658,0.0,5.51665616594255,261.01477574557066,0.0,0.8647721512243152,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,The robot seemed deflated and flat. The noises it made sounded  like it was drained. The movements were on the slower side. 
577bfa3c9fecfe0001a5bcbf,366,2024-05-11 14:04:00,2024-05-11 14:29:00,48.505148785188794,0.8534195022657514,5.296589775942266,0.1691995300352573,-1.0,3.8393540461547673,777.4925424717367,0.0,1.7124627265147865,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,"The robot seemed frustrated, the sounds it made were higher toned and it kept being 'bounced back' by the black edge. It wanted to escape. "
577bfa3c9fecfe0001a5bcbf,387,2024-05-11 14:04:00,2024-05-11 14:29:00,52.342993346974254,0.4961354406550526,2.3254404347389936,0.0866746064275503,1.0,3.7996038156561553,586.6356768645346,0.0,1.6448109410703182,1.0,1.0,2.0,0.0,0.0,4.0,4.0,4.0,3.0,"The robot seems annoyed at its containment, it is not moving erratically but is moving with purpose. It is exploring the area. "
577bfa3c9fecfe0001a5bcbf,400,2024-05-11 14:04:00,2024-05-11 14:29:00,85.65135013312101,0.9404716566205024,4.458646242972463,0.0063951350748538,0.0,2.149818716570735,283.4673345088959,-1.0,5.189868305344135,3.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,"The robot seems content moving around the area, the noises it is making also sound like it is contented in its movement. "
577bfa3c9fecfe0001a5bcbf,420,2024-05-11 14:04:00,2024-05-11 14:29:00,76.47753584198654,0.6091970829293132,2.738142422400415,0.1064933575689792,0.0,5.7690404946915805,926.1735916137696,0.0,2.6172088743187487,2.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,"The robot seems deflated and flat, the noises it is making sound like its battery is running out. It is moving around fairly slowly and seems worn out"
5780d9a1900cc80001d2d1c2,21,2024-05-08 23:20:00,2024-05-08 23:41:00,65.68966213613749,0.0655294144526124,1.2389305881224573,0.496644489467144,-1.0,0.9993349900469184,707.8519517555833,-1.0,1.786588026676327,1.0,2.0,2.0,1.0,0.0,4.0,4.0,5.0,5.0,The robot seemed to not know what it wanted to do
5780d9a1900cc80001d2d1c2,61,2024-05-08 23:20:00,2024-05-08 23:41:00,73.92473521642387,0.0313721764832735,2.6616675914265215,0.8984542330726981,0.0,3.443213548976928,281.1533114872873,0.0,1.6008125422522426,2.0,1.0,2.0,3.0,1.0,1.0,4.0,6.0,7.0,The robot seemed to know its own mind and had a purpose
5780d9a1900cc80001d2d1c2,70,2024-05-08 23:20:00,2024-05-08 23:41:00,56.40574970282614,0.6444799359887838,0.5026568057946861,0.8965285327285528,0.0,1.0279082134366035,253.50484112277627,0.0,2.2852924750186503,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,The robot seemed aimless and not interested
5780d9a1900cc80001d2d1c2,99,2024-05-08 23:20:00,2024-05-08 23:41:00,54.66677902266383,0.4429772403091192,5.529834962915629,0.207042939029634,0.0,4.3601618758402765,455.6387762539089,0.0,1.370073084719479,0.0,3.0,4.0,1.0,0.0,2.0,3.0,5.0,2.0,The robot seemed sad and did not know what to do
5780d9a1900cc80001d2d1c2,127,2024-05-08 23:20:00,2024-05-08 23:41:00,40.61502666212618,0.2383442195132374,4.8489667610265315,0.0414658701047301,1.0,1.137499735224992,840.7652546651661,0.0,2.6935337763279676,0.0,5.0,4.0,0.0,2.0,1.0,1.0,5.0,3.0,The robot seemed scared and upset
5780d9a1900cc80001d2d1c2,182,2024-05-08 23:20:00,2024-05-08 23:41:00,63.22913854382932,0.6871816162019968,2.338022389449179,0.2784655690193176,0.0,5.81249313056469,168.33002818748355,-1.0,3.2169236727058887,4.0,0.0,1.0,0.0,1.0,2.0,8.0,6.0,4.0,The robot seemed happy and enjoying moving around
